sha256	bytes	path
cb5ca4a9babeb76fb3f927e8467279766619f0daf2cc38c78e92422ed4088b30	132	data/standard_core/workloads/simclrv2_cache/results/round3__dj_optimizer.json
4a602e97a22d5d71ed0fc6ab4afbc54bac85cc03c837f81c5e8ff2ece6357585	131	data/standard_core/workloads/simclrv2_cache/results/round3__dp_cedar_optimizer.json
a7653448e39998b9def980ddfd9b83bca0ab9cb8aea77a369f56698c27e5b734	132	data/standard_core/workloads/simclrv2_cache/results/round3__optimizer.json
4ee41e293b6457e7aaea0a66894061263b93312fa2c29b64927d9310be5a376c	132	data/standard_core/workloads/simclrv2_cache/results/round3__pecan_optimizer.json
688b79b07a7f6047ee611b8ebd34888a173f8ab043a1b0ea0eac687cf0b0dca8	2343	data/standard_core/workloads/simclrv2_cache/warmup_results/plan_only__dj_optimizer.json
b80ca7438e9bc72fefce9fb3a9e460e122d843515d70d2bc6e0f47093012aff7	2365	data/standard_core/workloads/simclrv2_cache/warmup_results/plan_only__dp_cedar_optimizer.json
37733460ec04279a0ac22980ff043735ab399a20c8bf22ab55c08efb67ff60f2	2334	data/standard_core/workloads/simclrv2_cache/warmup_results/plan_only__optimizer.json
f81f904cbe453928ac1e1c76dab31fb2ffa1e6e3a11ed980e0736d3dd6e0592d	2356	data/standard_core/workloads/simclrv2_cache/warmup_results/plan_only__pecan_optimizer.json
e5c8527098299479d47fedb8fce87563bf483856df2424baf7f27f6c5297fa77	691	data/standard_core/workloads/stackexchange/metadata.txt
1ce91d1034dbf27f2c739b0919a9119e8b9aa953415b091dbc7a34df48e0a709	2197	data/standard_core/workloads/stackexchange/plans/dj_optimizer.yaml
0284ea212ad659d8a9f079b24fdf1f8e664276584fb837c304fb13126ae5e0c9	2197	data/standard_core/workloads/stackexchange/plans/dp_cedar_optimizer.yaml
77812e436e595a3e0af578d852dcebdd5e3e06fff634ba82e535545e83ab7cbb	5175	data/standard_core/workloads/stackexchange/plans/dp_optimizer.yaml
2ef26158c3f8c071cf0fc845b00ddc390b92ca2c5140ef283c482fc704e42482	119	data/standard_core/workloads/stackexchange/plans/optimizer.unavailable.json
78321344995bfa79738d435a98a4cb1f8e83cc93513c113d21b20d9553baa6eb	2197	data/standard_core/workloads/stackexchange/plans/pecan_optimizer.yaml
724ad75155b273a97e401ddbe64aba4c8ad830a700b1dbee5bfe9af1f28ce549	133	data/standard_core/workloads/stackexchange/results/round1__dj_optimizer.json
d1d3a3f68a36f4044847030f5d0e337eb292a7ab7320c1d3346153fdfda87514	133	data/standard_core/workloads/stackexchange/results/round1__dp_cedar_optimizer.json
0af886ccb70b01b090498d31c7f92548de0533cd044e9d1aeb71eb88c458fd86	134	data/standard_core/workloads/stackexchange/results/round1__dp_optimizer.json
fd8ce389c9dacdb2cc50da77b25954238c67d6858807c2708ae6d02c71fa2767	132	data/standard_core/workloads/stackexchange/results/round1__pecan_optimizer.json
2ccb3bdf392258531cb43d6b74033f1cdd16168cabe75fbc1fcab9d6dcf39ef7	134	data/standard_core/workloads/stackexchange/results/round2__dj_optimizer.json
a8400e784ed4951ca06e503de16016e63c06b9a87b959eb1a9a62f0950d46012	131	data/standard_core/workloads/stackexchange/results/round2__dp_cedar_optimizer.json
34a8b7fcd6c64563a1ee558e1aa5bbae5c4a910573fbe6cda93af98451c38e0d	134	data/standard_core/workloads/stackexchange/results/round2__dp_optimizer.json
a00c9f79ff9f32c7b9b4e8ac2ed2f169c127ee7233b93263e545fa2bae074c5a	133	data/standard_core/workloads/stackexchange/results/round2__pecan_optimizer.json
3f2e269ee12155bd6bbeb640a05976be84922007ee123c37e21e111bc489f8ac	134	data/standard_core/workloads/stackexchange/results/round3__dj_optimizer.json
49e454f8353b1e07420aa55f10348620d81d0142569816a80bb9a1956d940006	133	data/standard_core/workloads/stackexchange/results/round3__dp_cedar_optimizer.json
6dbe67bc05aa998472fc7c8dd72f71b63b73524aa7bbb03a552684357261f242	134	data/standard_core/workloads/stackexchange/results/round3__dp_optimizer.json
e6b12c6e99f8562649293262e4573c3d8e230a03ffe40c5017ae3c80582b2aae	133	data/standard_core/workloads/stackexchange/results/round3__pecan_optimizer.json
e211c4ee0dd1a829c3959310958f71fd49f02a311e37e1f35124d16a99919703	2345	data/standard_core/workloads/stackexchange/warmup_results/plan_only__dj_optimizer.json
daeb2da3b33995c7257c44f41cb709bed8eb990524ec16c117502a01908e3ada	2359	data/standard_core/workloads/stackexchange/warmup_results/plan_only__dp_cedar_optimizer.json
a5a5f460975c7822ee6040da8640eb700fed8736c010c1f3f57f6fbae25fb16b	2337	data/standard_core/workloads/stackexchange/warmup_results/plan_only__dp_optimizer.json
5ed32afd68b365d76650d291566040c7947806be034282fbd4658d58fbe3f512	2358	data/standard_core/workloads/stackexchange/warmup_results/plan_only__pecan_optimizer.json
5f503b810c78f50a3e4211ffc8ff5c8330163db272bbcd280385b4267ea8f266	485	data/standard_core/workloads/wikitext103/metadata.txt
a17dd0b46a99f53b7613818e5bc37659d92836667e3c242fc0fa0eba7f108b82	1399	data/standard_core/workloads/wikitext103/plans/dj_optimizer.yaml
800879bc455d56b692c131d215c6e5d6da37d001135659617b8c17c0cb229c40	1399	data/standard_core/workloads/wikitext103/plans/dp_cedar_optimizer.yaml
3214f69e8a5ec0b9c5314c209a929a3519d032708f77f0a7ea5e426d1c878c8c	2401	data/standard_core/workloads/wikitext103/plans/dp_optimizer.yaml
800879bc455d56b692c131d215c6e5d6da37d001135659617b8c17c0cb229c40	1399	data/standard_core/workloads/wikitext103/plans/optimizer.yaml
a17dd0b46a99f53b7613818e5bc37659d92836667e3c242fc0fa0eba7f108b82	1399	data/standard_core/workloads/wikitext103/plans/pecan_optimizer.yaml
3c49dacbee3d66c9ce44fd78ff30b0149bcbdb83e360343bf4b5098167bfb10f	135	data/standard_core/workloads/wikitext103/results/round1__dj_optimizer.json
6a9533642408ab794317233002dc7254e1e1f77205e739ca3f83da996d68c4ae	135	data/standard_core/workloads/wikitext103/results/round1__dp_cedar_optimizer.json
992672058ffb0ab8e411bb553f9feb14e5be21b2da977d27934da97da7fa0685	136	data/standard_core/workloads/wikitext103/results/round1__dp_optimizer.json
09441f249afb9bfc10916e5db7f5231667d835a85dfa7692469a1e6833185e8c	135	data/standard_core/workloads/wikitext103/results/round1__optimizer.json
8ee3d7ddb6da155c04cca4fed9b791e8500448dc37ebb3e05061fed85c8e9c79	135	data/standard_core/workloads/wikitext103/results/round1__pecan_optimizer.json
c5499fbd5b38bbd7c1a0c19fe45a19739f2156efdc5ab43eed38196ed7d08976	136	data/standard_core/workloads/wikitext103/results/round2__dj_optimizer.json
ed9e248e1d47e87e8d60bb6f815e35854bbe69d05cd2585352ce5613584cf58f	134	data/standard_core/workloads/wikitext103/results/round2__dp_cedar_optimizer.json
85f5be2922cc4e38a4e0025a54ba5f30b7e094984f3c2e074520747b9bb7d168	136	data/standard_core/workloads/wikitext103/results/round2__dp_optimizer.json
cbfd2cfafd9af9281dd7cc7d58757896fdcaa304ec5a6532f79bc6a1f9857974	135	data/standard_core/workloads/wikitext103/results/round2__optimizer.json
a6b4288f7a082ea116e636aba9f379f6a00df779b2002d7daf4f208b51b1e06f	136	data/standard_core/workloads/wikitext103/results/round2__pecan_optimizer.json
d2ef1050514747553fbc5060b1b5d399296310e5555a1fa3f3f7757a1fdffa88	135	data/standard_core/workloads/wikitext103/results/round3__dj_optimizer.json
5a5c903d070c90f3c5730043cd486ba4770db55ceb9ccf076f521ca6a237ae34	135	data/standard_core/workloads/wikitext103/results/round3__dp_cedar_optimizer.json
14888525a104b6b0c0045801569aa1ee6fe3ed1e891fb8dc7809daefeb242389	135	data/standard_core/workloads/wikitext103/results/round3__dp_optimizer.json
e134feb1d7c7b7234ec2e14b406ce607adc898bfc1e364fba2083ea71bb08ab2	135	data/standard_core/workloads/wikitext103/results/round3__optimizer.json
02c0d3495a5df4efad0cc5923dcdb70c0ac05aaa9070346926a4b905e676089b	135	data/standard_core/workloads/wikitext103/results/round3__pecan_optimizer.json
825e06286fcbfc362a1279ddc255738b8658c7021bda3dc361aeec44152a1d96	2343	data/standard_core/workloads/wikitext103/warmup_results/plan_only__dj_optimizer.json
088776ae64ec0881ac58f3f8ae73813dbf96668a1315961c43feadb2a3cb3143	2361	data/standard_core/workloads/wikitext103/warmup_results/plan_only__dp_cedar_optimizer.json
f893b34b3632c767daf89ff0cd205a45f3b5cdd27d6f1399820965160dd95b11	2339	data/standard_core/workloads/wikitext103/warmup_results/plan_only__dp_optimizer.json
bf55c025c3b6dc28c1c6435ab7f513a96951e7c18b52764a13d52d56d1f21899	2334	data/standard_core/workloads/wikitext103/warmup_results/plan_only__optimizer.json
3273f9950e7d7ab850656237d66547f5a7c0ae495b6b3db958981f9967d67218	2352	data/standard_core/workloads/wikitext103/warmup_results/plan_only__pecan_optimizer.json
9024715e292d74eff9cc37c0f289e9eb7ea1a14eae2a91cf3937763a5c90dfad	490	data/standard_core/workloads/wikitext103_cache/metadata.txt
1cd6a6129acd505dfd6d1163466834b665ec654249bc933dfb3f5ebfe16a87fc	1451	data/standard_core/workloads/wikitext103_cache/plans/dj_optimizer.yaml
1cd6a6129acd505dfd6d1163466834b665ec654249bc933dfb3f5ebfe16a87fc	1451	data/standard_core/workloads/wikitext103_cache/plans/dp_cedar_optimizer.yaml
42ade9b15b2c05408bcfaafc482977903a8c1be18bde70499e3e3790c1d8e925	2157	data/standard_core/workloads/wikitext103_cache/plans/dp_optimizer.yaml
1cd6a6129acd505dfd6d1163466834b665ec654249bc933dfb3f5ebfe16a87fc	1451	data/standard_core/workloads/wikitext103_cache/plans/optimizer.yaml
1cd6a6129acd505dfd6d1163466834b665ec654249bc933dfb3f5ebfe16a87fc	1451	data/standard_core/workloads/wikitext103_cache/plans/pecan_optimizer.yaml
127b436e7190679a03f0ae655af5982afe545f79913c4cc3b5e0f65853447ce9	136	data/standard_core/workloads/wikitext103_cache/results/round1__dj_optimizer.json
6218c8a0a0c56520bd678c2d20d6e3e7e55284638c8b84b352e8b325c2542a61	135	data/standard_core/workloads/wikitext103_cache/results/round1__dp_cedar_optimizer.json
da22ea455f604a74a6b216f370703dd7b1554bf15154bfd4cdb131b772bd8723	135	data/standard_core/workloads/wikitext103_cache/results/round1__dp_optimizer.json
4c6d05caa58ce007e246f91716284c00f12004cf97199bde10ac15a7e87d5845	135	data/standard_core/workloads/wikitext103_cache/results/round1__optimizer.json
5c92d798033b504437530ba47517794a8655f28f6c3eb30cbd697b14815afe65	135	data/standard_core/workloads/wikitext103_cache/results/round1__pecan_optimizer.json
4094f4564b5e047e6c55669ec4458124c7528ba89db7242b9d1ca1ef685c6aee	135	data/standard_core/workloads/wikitext103_cache/results/round2__dj_optimizer.json
33b27a752709995b9ef108373dafe33cad2b4836c48a1ff65d602aeedadd1e96	135	data/standard_core/workloads/wikitext103_cache/results/round2__dp_cedar_optimizer.json
16784a06bc70eca85413c1435d601f6f6cbe850644411aa7cfdf752cc52691d1	135	data/standard_core/workloads/wikitext103_cache/results/round2__dp_optimizer.json
8464dcf99dea533308d5f0ac5b5c264785be5826bcdd79c8d56d513a75c40529	135	data/standard_core/workloads/wikitext103_cache/results/round2__optimizer.json
470826160f8b110fc9b65919367472a9cdcc5f8c11070b4c934808d658dc4e59	136	data/standard_core/workloads/wikitext103_cache/results/round2__pecan_optimizer.json
73f2a8f7039e483ebe18547dc0eed046d4f170d0507cbbf0c84b085e20575a4b	136	data/standard_core/workloads/wikitext103_cache/results/round3__dj_optimizer.json
6d8bbf0a428c8ea5886d3f5dc67f1a61e0ace1b1cfcebd5741daba9d28f3f9d8	135	data/standard_core/workloads/wikitext103_cache/results/round3__dp_cedar_optimizer.json
350f41be1fab66067f31afeff31d7a283a8beb98f7c8cdc33b5047c99ea4e19d	135	data/standard_core/workloads/wikitext103_cache/results/round3__dp_optimizer.json
5c6e510c783c6476878d4875996d003cd8fe836f7428e9b5abb645fdac816258	135	data/standard_core/workloads/wikitext103_cache/results/round3__optimizer.json
5ca8f02740d60334011432b38e84f7b0597feb803cb27881661dcc482f33f4b8	135	data/standard_core/workloads/wikitext103_cache/results/round3__pecan_optimizer.json
a6d8465bc0769452e6e3b375cad0386df53b32f1f7a80075bca3cad36d39c296	2353	data/standard_core/workloads/wikitext103_cache/warmup_results/plan_only__dj_optimizer.json
67917e58b05d47e3e7828c21ec1ede92dd38865b4494df167fe6697e2a9cbf42	2371	data/standard_core/workloads/wikitext103_cache/warmup_results/plan_only__dp_cedar_optimizer.json
3e89d3d11ea1866bc664cea190a4825fe4d55155a881d7cccd0b4a35296f1126	2353	data/standard_core/workloads/wikitext103_cache/warmup_results/plan_only__dp_optimizer.json
f856a10b7b6643b959fb1a42e8c9718647f60d1f51a5e4431ebae36d0a393ea7	2340	data/standard_core/workloads/wikitext103_cache/warmup_results/plan_only__optimizer.json
2a230956dd6e630b6ea690db5cce6bdada62c2dc2a4e5966c8d5037d4a8c0149	2362	data/standard_core/workloads/wikitext103_cache/warmup_results/plan_only__pecan_optimizer.json
8fef5d0e95e8853fdb2e2fd4cfbfbce2ebf8a4a858e9d66a53ae43b15d1dd1bf	2496	figures/README.md
861d043057569fc09629b6b351f5ed27cd144daf592a3189b31d0ba55ad0d9d6	518	figures/latest_optimizer_aggregate.tsv
8d76779fd86f63f7f54f54896dd555df927829a057c721347e68f94b5c0352a8	16165	figures/latest_optimizer_aggregate_dp_cedar_baseline.pdf
9046de5adbf6f8bec84f670cd62aeea0d31acb37a27935d45fc5d2769c625a3c	362761	figures/latest_optimizer_aggregate_dp_cedar_baseline.png
74067d04dd404a50372267168f5f3991613dd00c071cb15cab87306b95692605	24095	figures/latest_optimizer_aggregate_dp_cedar_baseline.svg
058f7e1e473a2653cd19f7b05eb5f4b9044dbe0b6fba168377482e154b37f3df	19984	figures/latest_optimizer_data.tsv
b989f46f548e2fe7929331f0f5f31dddeb2aff877f24bf251d4ba677a75fba16	26487	figures/latest_optimizer_execution_dp_cedar_baseline.pdf
9d70540ad1b272c93b6ecaebd526bc7bb222264609e693cd4e3b9ce9b8ccb7da	408431	figures/latest_optimizer_execution_dp_cedar_baseline.png
4da6fc9c90b120d940175a33c21e3daea731c6933e864b381fa62c270d02219d	66500	figures/latest_optimizer_execution_dp_cedar_baseline.svg
a8f89ac4e66c0c3ca95f89d66b84d9ea0c568f704d5af69ac0e95e531e4f6bad	23936	figures/latest_optimizer_overhead_dp_cedar_baseline.pdf
b565378d2e5061e9e07b15ca8f0528abbe174de39fcb3e120a035948045bc4c9	388315	figures/latest_optimizer_overhead_dp_cedar_baseline.png
bd3b66a38b6a7c5b6178aa5d0815dbe1c4e8d171c896d3b73f3990b7620f2b51	39591	figures/latest_optimizer_overhead_dp_cedar_baseline.svg
52ca4eb9db3820ea9ba7c02018878e74658dd90f347ac76d3c85fa4feabd89d0	14799	profiles/coco.yaml
f27c65d545038b69450630a5fed18aff7f6098ebc1d67c8c283547da9bd88fd2	18119	profiles/commonvoice.yaml
21a0a67af75ef8b76dd2c0863b987fb46f38ef1668c4ba73a1574040dcfe700f	18159	profiles/commonvoice_cache.yaml
a3f551f12326f7ed3350a68a7f01ae13f1fb697ac8be4e58ddc1fd18ecaf2e6b	53020	profiles/llava_pretrain.yaml
1b06bd86c6a0d9a4c290c1e04c23b41a2f09582b8de879877e8fdad7183312a4	43411	profiles/pile_europarl.yaml
d7a0d88b36619379fc97438504ef6daa1b1ccc62fcdf1411ca585a0336966196	68427	profiles/pile_hackernews.yaml
b6d184fac301516c36184baff95e74e2b82826003b0ce0b6b3469408cfefcafe	86674	profiles/pile_pubmed_abstracts.yaml
9c4a8b7321c29ec5deb606612f3a6346155a294d2758dd13e281751a014db2f9	82248	profiles/pile_uspto_backgrounds.yaml
fe58a2f449092607a583df9971c99b871198bc9d138212ac93fe6262cabeb253	60644	profiles/redpajama_c4.yaml
b5f7311c2f367acbbc70196d8132f0c0a2e535729e4c1b3cafb127039f2c208b	67428	profiles/redpajama_code.yaml
704102f2d86975e347e82a7721272508bfed62c5a02fccc53ae84b166a76fc4c	19749	profiles/simclrv2.yaml
bbe1576890549b8865a35bbb6dad9ba8310cce1cfc0590900a5fc4aaf779a338	19932	profiles/simclrv2_cache.yaml
5a9b98972db3d13def7d341024d7c67f44dc006af68ce319e85ce8ad0df05340	58567	profiles/stackexchange.yaml
9df486b84568192213cee82a00dadbd675702430ebc48b0ca970d6bfe58fdd81	21526	profiles/wikitext103.yaml
91301bdfb7474c89842440f73a045c8e170d252d40c8f8371e3e45295d558805	18766	profiles/wikitext103_cache.yaml
